system:index,ALAND,AWATER,COMID,DIVISION,EVENTDATE,EventType,FEATURECLA,FEATURECOM,FEATUREDET,FLComID,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,LSAD,MTFCC,Measure,NAME,Offset,REACHCODE,REACHRESOL,REACHSMDAT,REGION,SOURCE_DAT,SOURCE_FEA,SOURCE_ORI,STATEFP,STATENS,STUSPS,distance,imp_nlcd_2011,.geo
000000000000000052ac,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01529950,8119227,A,36,+42.9133974,-075.5962723,00,G4000,44.12215,New York,0.0,02050105000098,Medium,,1,,01529950,"USGS, Water Resources Division",36,01779796,NY,0.0,0.7193117737770081,"{""type"":""Point"",""coordinates"":[-77.05697617562124,42.14736518791802]}"
000000000000000052ad,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01362180,6189008,A,36,+42.9133974,-075.5962723,00,G4000,9.52393,New York,0.0,02020006000045,Medium,,1,,01362180,"USGS, Water Resources Division",36,01779796,NY,0.0,1.3008745908737183,"{""type"":""Point"",""coordinates"":[-73.79746694667443,42.08443389475096]}"
000000000000000052ae,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01300000,6241839,A,36,+42.9133974,-075.5962723,00,G4000,60.8415,New York,0.0,01100006008159,Medium,,1,,01300000,"USGS, Water Resources Division",36,01779796,NY,0.0,20.525188446044922,"{""type"":""Point"",""coordinates"":[-73.6866493672942,40.98426664644489]}"
000000000000000052af,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01514500,8102821,A,36,+42.9133974,-075.5962723,00,G4000,55.00989,New York,0.0,02050103000398,Medium,,1,,01514500,"USGS, Water Resources Division",36,01779796,NY,30.0,0.30494222044944763,"{""type"":""Polygon"",""coordinates"":[[[-76.49698888802635,42.202538025981774],[-76.49717512508397,42.202520103089796],[-76.49734899777062,42.202467524324106],[-76.49749896265035,42.20238378041088],[-76.49761506363616,42.20227443112581],[-76.49768959298561,42.20214673615802],[-76.49771760299035,42.20200917311819],[-76.49769723439341,42.201870874697526],[-76.497629839746,42.201741022349765],[-76.49751989353399,42.20162823675109],[-76.4973746950617,42.2015400055031],[-76.49720388383375,42.20148218606772],[-76.49701879961493,42.201458616926246],[-76.4968317296487,42.20147086276945],[-76.49665509299717,42.20151811062953],[-76.49650061613289,42.2015972238469],[-76.49637855449376,42.201702950290375],[-76.49629701166447,42.201828271012246],[-76.49626140137592,42.20196486619884],[-76.49627408804324,42.20210366749025],[-76.49633422971984,42.20223546000748],[-76.49643783391298,42.202351494122084],[-76.49657802257671,42.20244406635248],[-76.49674548870594,42.202507030817095],[-76.49692911422746,42.20253620728243],[-76.49698888802635,42.202538025981774]]]}"
000000000000000052b0,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01426000,2613826,A,36,+42.9133974,-075.5962723,00,G4000,95.51795,New York,0.0,02040101000169,Medium,,1,,01426000,"USGS, Water Resources Division",36,01779796,NY,0.0,0.421439528465271,"{""type"":""Point"",""coordinates"":[-75.42807547899957,42.05868704526845]}"
000000000000000052b1,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01372200,6211716,A,36,+42.9133974,-075.5962723,00,G4000,60.8363,New York,0.0,02020008000102,Medium,,1,,01372200,"USGS, Water Resources Division",36,01779796,NY,0.0,1.1277552843093872,"{""type"":""Point"",""coordinates"":[-73.76310957305763,41.815380655389056]}"
000000000000000052b2,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01427500,2617252,A,36,+42.9133974,-075.5962723,00,G4000,49.89974,New York,0.0,02040101000001,Medium,,1,,01427500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.41536232829093933,"{""type"":""Point"",""coordinates"":[-75.04855247013869,41.76090381781932]}"
000000000000000052b3,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01503500,8093107,A,36,+42.9133974,-075.5962723,00,G4000,4.28615,New York,0.0,02050101001919,Medium,,1,,01503500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.7639511227607727,"{""type"":""Point"",""coordinates"":[-75.91463029044631,42.09245581754608]}"
000000000000000052b4,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01302500,9509668,A,36,+42.9133974,-075.5962723,00,G4000,3.08863,New York,0.0,02030201000089,Medium,,1,,01302500,"USGS, Water Resources Division",36,01779796,NY,0.0,19.038488388061523,"{""type"":""Point"",""coordinates"":[-73.63354147374766,40.86274276543589]}"
000000000000000052b5,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01437500,4151216,A,36,+42.9133974,-075.5962723,00,G4000,6.26368,New York,0.0,02040104000087,Medium,,1,,01437500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.9914878606796265,"{""type"":""Point"",""coordinates"":[-74.60145178481282,41.4410123673474]}"
000000000000000052b6,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01372400,6212444,A,36,+42.9133974,-075.5962723,00,G4000,43.32732,New York,0.0,02020008000254,Medium,,1,,01372400,"USGS, Water Resources Division",36,01779796,NY,0.0,2.4905271530151367,"{""type"":""Point"",""coordinates"":[-73.82432411231935,41.75618608890478]}"
000000000000000052b7,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01427510,2617456,A,36,+42.9133974,-075.5962723,00,G4000,89.81694,New York,0.0,02040101000033,Medium,,1,,01427510,"USGS, Water Resources Division",36,01779796,NY,0.0,0.34527480602264404,"{""type"":""Point"",""coordinates"":[-75.05615523743481,41.75693521788175]}"
000000000000000052b8,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01362150,6188748,A,36,+42.9133974,-075.5962723,00,G4000,99.93696,New York,0.0,02020006000344,Medium,,1,,01362150,"USGS, Water Resources Division",36,01779796,NY,0.0,0.09874165058135986,"{""type"":""Point"",""coordinates"":[-73.50805791100264,42.116757918287284]}"
000000000000000052b9,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01525000,8110571,A,36,+42.9133974,-075.5962723,00,G4000,31.23344,New York,0.0,02050104000024,Medium,,1,,01525000,"USGS, Water Resources Division",36,01779796,NY,0.0,0.3060517907142639,"{""type"":""Point"",""coordinates"":[-77.59406597930669,42.26559379324872]}"
000000000000000052ba,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01375000,6227896,A,36,+42.9133974,-075.5962723,00,G4000,92.23767,New York,0.0,02030101000903,Medium,,1,,01375000,"USGS, Water Resources Division",36,01779796,NY,30.0,4.386641025543213,"{""type"":""Polygon"",""coordinates"":[[[-73.8594885832268,41.225682758207014],[-73.85967201114471,41.225664835320124],[-73.85984326120179,41.225612256568354],[-73.85999096408626,41.225528512674224],[-73.86010531388659,41.2254191634085],[-73.86017871911606,41.22529146845521],[-73.86020630668514,41.225153905421244],[-73.86018624536761,41.225015606996294],[-73.8601198673001,41.22488575463521],[-73.86001157946772,41.22477296901765],[-73.85986857107216,41.22468473775015],[-73.85970033622417,41.22462691829974],[-73.85951804365533,41.22460334915162],[-73.8593337952887,41.224615594998305],[-73.85915982287827,41.2246628428711],[-73.85900767603209,41.224741956107074],[-73.85888745550605,41.2248476825702],[-73.85880714265305,41.22497300330763],[-73.8587720695379,41.22510959850163],[-73.85878456489952,41.22524839979036],[-73.85884379947703,41.22538019229552],[-73.85894584098709,41.22549622639182],[-73.85908391512267,41.22558879860246],[-73.85924885526157,41.22565176305102],[-73.85942971103712,41.22568093950819],[-73.8594885832268,41.225682758207014]]]}"
000000000000000052bb,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01416500,1748767,A,36,+42.9133974,-075.5962723,00,G4000,79.25879,New York,0.0,02040102003837,Medium,,1,,01416500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.08715248852968216,"{""type"":""Point"",""coordinates"":[-74.9018034544698,42.10561462475475]}"
000000000000000052bc,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01370000,6203254,A,36,+42.9133974,-075.5962723,00,G4000,83.64183,New York,0.0,02020007000109,Medium,,1,,01370000,"USGS, Water Resources Division",36,01779796,NY,30.0,1.9190709590911865,"{""type"":""Polygon"",""coordinates"":[[[-74.41365674394696,41.38106459351473],[-74.41384060945217,41.38104667062704],[-74.41401226804336,41.380994091873085],[-74.414160323285,41.38091034797597],[-74.41427494587226,41.380800998707194],[-74.414348526209,41.38067330375163],[-74.41437617958206,41.38053574071674],[-74.41435607039882,41.38039744229246],[-74.41428953397592,41.380267589933474],[-74.41418098781324,41.380154804318884],[-74.41403763826345,41.38006657305444],[-74.41386900208572,41.38000875360639],[-74.41368627465393,41.379985184459315],[-74.41350158675901,41.37999743030546],[-74.41332719933246,41.380044678176255],[-74.413174689533,41.38012379140932],[-74.41305418221175,41.380229517869346],[-74.41297367776204,41.38035483860433],[-74.41293852096994,41.380491433797175],[-74.41295104613182,41.380630235086315],[-74.41301042201064,41.38076202759337],[-74.41311270694412,41.38087806169255],[-74.41325111046551,41.380970633906294],[-74.41341644408479,41.38103359835737],[-74.41359773131117,41.38106277481582],[-74.41365674394696,41.38106459351473]]]}"
000000000000000052bd,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01303500,9509194,A,36,+42.9133974,-075.5962723,00,G4000,83.57131,New York,0.0,02030201000075,Medium,,1,,01303500,"USGS, Water Resources Division",36,01779796,NY,0.0,14.581831932067871,"{""type"":""Point"",""coordinates"":[-73.46355162338818,40.8572937439486]}"
000000000000000052be,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01374901,6228280,A,36,+42.9133974,-075.5962723,00,G4000,93.46356,New York,0.0,02030101000019,Medium,,1,,01374901,"USGS, Water Resources Division",36,01779796,NY,0.0,1.2809369564056396,"{""type"":""Point"",""coordinates"":[-73.6657094287472,41.266367215488856]}"
000000000000000052bf,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01525500,8110911,A,36,+42.9133974,-075.5962723,00,G4000,16.00784,New York,0.0,02050104000265,Medium,,1,,01525500,"USGS, Water Resources Division",36,01779796,NY,30.0,0.8418274521827698,"{""type"":""Polygon"",""coordinates"":[[[-77.41584908750362,42.2209674906356],[-77.41603537890921,42.22094956774353],[-77.41620930233543,42.220896988977586],[-77.41635931097763,42.220813245063965],[-77.41647544584332,42.22070389577854],[-77.41654999694093,42.22057620081048],[-77.41657801511845,42.22043863777054],[-77.41655764057663,42.220300339349954],[-77.41649022626162,42.22017048700245],[-77.4163802479652,42.22005770140414],[-77.41623500712186,42.21996947015652],[-77.41606414604911,42.219911650721436],[-77.4158790078207,42.21988808158008],[-77.41569188326548,42.21990032742321],[-77.41551519506932,42.21994757528305],[-77.41536067312657,42.22002668850008],[-77.41523857586772,42.22013241494316],[-77.4151570092423,42.22025773566474],[-77.41512138856112,42.2203943308512],[-77.41513407892958,42.220533132142656],[-77.41519423815568,42.220664924660106],[-77.41529787258179,42.22078095877506],[-77.41543810215497,42.22087353100584],[-77.41560561715411,42.22093649547077],[-77.41578929626144,42.220965671936256],[-77.41584908750362,42.2209674906356]]]}"
000000000000000052c0,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01524500,8110525,A,36,+42.9133974,-075.5962723,00,G4000,29.40687,New York,0.0,02050104000275,Medium,,1,,01524500,"USGS, Water Resources Division",36,01779796,NY,30.0,1.331053614616394,"{""type"":""Polygon"",""coordinates"":[[[-77.65052711684542,42.3144436260187],[-77.65071368469623,42.31442570312615],[-77.65088786621332,42.31437312435883],[-77.65103809745668,42.31428938044337],[-77.65115440465512,42.31418003115604],[-77.65122906637644,42.31405233618658],[-77.65125712612549,42.31391477314606],[-77.65123672134452,42.3137764747259],[-77.65116920698867,42.31364662237969],[-77.65105906549242,42.313533836783215],[-77.65091360912541,42.313445605537495],[-77.65074249451321,42.313387786103874],[-77.65055708156082,42.313364216963166],[-77.65036967933428,42.31337646280596],[-77.65019272895232,42.313423710664566],[-77.65003797771438,42.31350282387977],[-77.64991569927308,42.31360855032096],[-77.64983401160663,42.31373387104101],[-77.64979833806262,42.313870466226746],[-77.64981104725732,42.314009267518465],[-77.64987129575027,42.314141060037095],[-77.64997508395875,42.31425709415384],[-77.65011552162093,42.31434966638653],[-77.65028328520077,42.31441263085303],[-77.6504672368766,42.314441807319305],[-77.65052711684542,42.3144436260187]]]}"
000000000000000052c1,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01362380,6189644,A,36,+42.9133974,-075.5962723,00,G4000,47.40331,New York,0.0,02020006000334,Medium,,1,,01362380,"USGS, Water Resources Division",36,01779796,NY,0.0,0.07210271805524826,"{""type"":""Point"",""coordinates"":[-74.31846831375904,42.09723151477431]}"
000000000000000052c2,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01303000,9509162,A,36,+42.9133974,-075.5962723,00,G4000,83.00946,New York,0.0,02030201000078,Medium,,1,,01303000,"USGS, Water Resources Division",36,01779796,NY,0.0,6.2021965980529785,"{""type"":""Point"",""coordinates"":[-73.56405976113285,40.887624549314005]}"
000000000000000052c3,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01427705,2617494,A,36,+42.9133974,-075.5962723,00,G4000,92.73707,New York,0.0,02040101000030,Medium,,1,,01427705,"USGS, Water Resources Division",36,01779796,NY,0.0,0.3442992866039276,"{""type"":""Point"",""coordinates"":[-75.05838478796153,41.66981776060092]}"
000000000000000052c4,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01522000,8110513,A,36,+42.9133974,-075.5962723,00,G4000,35.42717,New York,0.0,02050104000277,Medium,,1,,01522000,"USGS, Water Resources Division",36,01779796,NY,0.0,1.0690033435821533,"{""type"":""Point"",""coordinates"":[-77.66075629466204,42.33855806378603]}"
000000000000000052c5,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01362197,6189622,A,36,+42.9133974,-075.5962723,00,G4000,7.23348,New York,0.0,02020006000401,Medium,,1,,01362197,"USGS, Water Resources Division",36,01779796,NY,30.0,0.08391673117876053,"{""type"":""Polygon"",""coordinates"":[[[-74.40087696032778,42.12549367798058],[-74.40106297073498,42.12547575508902],[-74.40123663181944,42.125423176324446],[-74.40138641419416,42.12533943241274],[-74.4015023738887,42.12523008312922],[-74.40157681254058,42.125102388162595],[-74.40160478846185,42.124964825123236],[-74.40158444465723,42.12482652670223],[-74.40151713203078,42.1246966743534],[-74.40140731962215,42.124583888753214],[-74.40126229785226,42.124495657503665],[-74.4010916944949,42.12443783806708],[-74.40090683551533,42.12441426892508],[-74.40071999320479,42.12442651476855],[-74.40054357151274,42.12447376262965],[-74.40038928264178,42.124552875848515],[-74.40026736954958,42.12465860229356],[-74.40018592595872,42.12478392301668],[-74.40015035901106,42.124920518203865],[-74.40016303024325,42.12505931949505],[-74.4002230987322,42.125191112011315],[-74.40032657684307,42.12530714612445],[-74.4004665948999,42.12539971835327],[-74.40063385722412,42.125462682816604],[-74.40081725927362,42.12549185928128],[-74.40087696032778,42.12549367798058]]]}"
000000000000000052c6,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01514000,8102055,A,36,+42.9133974,-075.5962723,00,G4000,69.72592,New York,0.0,02050103001329,Medium,,1,,01514000,"USGS, Water Resources Division",36,01779796,NY,0.0,0.42788776755332947,"{""type"":""Point"",""coordinates"":[-76.2710016466377,42.129149760114764]}"
000000000000000052c7,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01503000,8088149,A,36,+42.9133974,-075.5962723,00,G4000,50.56121,New York,0.0,02050101000005,Medium,,1,,01503000,"USGS, Water Resources Division",36,01779796,NY,30.0,0.6419745087623596,"{""type"":""Polygon"",""coordinates"":[[[-75.8026800993985,42.03654353016674],[-75.80286584923292,42.03652560727564],[-75.80303926704508,42.03647302851234],[-75.80318883959956,42.03638928460239],[-75.80330463685604,42.03627993532066],[-75.80337897123577,42.03615224035538],[-75.80340690797242,42.03601467731655],[-75.80338659267072,42.03587637889515],[-75.8033193743411,42.0357465265451],[-75.803209715762,42.035633740943176],[-75.80306489714124,42.035545509691815],[-75.80289453276609,42.03548769025385],[-75.80270993273693,42.03546412111124],[-75.80252335215489,42.03547636695504],[-75.80234717759495,42.03552361481731],[-75.80219310485394,42.03560272803789],[-75.8020713625414,42.035708454484734],[-75.80199003304182,42.03583377520929],[-75.80195451592179,42.03597037039716],[-75.8019671694087,42.036109171688096],[-75.80202715375613,42.036240964203245],[-75.80213048691422,42.0363569983147],[-75.8022703088297,42.0364495705417],[-75.80243733684578,42.03651253500355],[-75.80262048197663,42.03654171146748],[-75.8026800993985,42.03654353016674]]]}"
000000000000000052c8,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01425642,2613824,A,36,+42.9133974,-075.5962723,00,G4000,39.04022,New York,0.0,02040101000632,Medium,,1,,01425642,"USGS, Water Resources Division",36,01779796,NY,0.0,0.7847089767456055,"{""type"":""Point"",""coordinates"":[-75.4199599150823,42.06114400994889]}"
000000000000000052c9,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01525750,8110705,A,36,+42.9133974,-075.5962723,00,G4000,14.64463,New York,0.0,02050104000835,Medium,,1,,01525750,"USGS, Water Resources Division",36,01779796,NY,0.0,0.22846068441867828,"{""type"":""Point"",""coordinates"":[-77.44142203204514,42.10361694748283]}"
000000000000000052ca,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01374480,6230260,A,36,+42.9133974,-075.5962723,00,G4000,32.95338,New York,0.0,02030101000227,Medium,,1,,01374480,"USGS, Water Resources Division",36,01779796,NY,0.0,7.367623329162598,"{""type"":""Point"",""coordinates"":[-74.0205959042878,41.20954934986608]}"
000000000000000052cb,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01368724,6203300,A,36,+42.9133974,-075.5962723,00,G4000,68.53926,New York,0.0,02020007000212,Medium,,1,,01368724,"USGS, Water Resources Division",36,01779796,NY,0.0,0.8539048433303833,"{""type"":""Point"",""coordinates"":[-74.30777538943288,41.25249049301058]}"
000000000000000052cc,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01529500,8119183,A,36,+42.9133974,-075.5962723,00,G4000,71.69287,New York,0.0,02050105000116,Medium,,1,,01529500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.7508017420768738,"{""type"":""Point"",""coordinates"":[-77.217062362541,42.25267577749693]}"
000000000000000052cd,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01374654,6227046,A,36,+42.9133974,-075.5962723,00,G4000,18.86714,New York,0.0,02030101000516,Medium,,1,,01374654,"USGS, Water Resources Division",36,01779796,NY,0.0,5.39106559753418,"{""type"":""Point"",""coordinates"":[-73.6520690386247,41.43242413871849]}"
000000000000000052ce,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01374505,6227134,A,36,+42.9133974,-075.5962723,00,G4000,5.5317,New York,0.0,02030101000025,Medium,,1,,01374505,"USGS, Water Resources Division",36,01779796,NY,0.0,3.2396202087402344,"{""type"":""Point"",""coordinates"":[-73.60729074584603,41.39454853437068]}"
000000000000000052cf,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01427405,2617442,A,36,+42.9133974,-075.5962723,00,G4000,94.6168,New York,0.0,02040101000034,Medium,,1,,01427405,"USGS, Water Resources Division",36,01779796,NY,0.0,0.3374376893043518,"{""type"":""Point"",""coordinates"":[-75.08393989609883,41.77023671632414]}"
000000000000000052d0,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01362200,6189624,A,36,+42.9133974,-075.5962723,00,G4000,1.36233,New York,0.0,02020006000339,Medium,,1,,01362200,"USGS, Water Resources Division",36,01779796,NY,30.0,0.18941983580589294,"{""type"":""Polygon"",""coordinates"":[[[-74.380204567844,42.11768579203603],[-74.38039055533137,42.1176678691445],[-74.38056419501773,42.11761529038004],[-74.38071395893678,42.117531546468484],[-74.38082990434337,42.11742219718512],[-74.38090433382352,42.11729450221863],[-74.38093230629813,42.117156939179296],[-74.38091196500062,42.11701864075825],[-74.38084466066846,42.11688878840933],[-74.38073486179059,42.11677600280898],[-74.38058985788958,42.11668777155927],[-74.38041927555295,42.11662995212257],[-74.38023443935053,42.116606382980514],[-74.38004762006149,42.11661862882402],[-74.37987122010703,42.116665876685225],[-74.37971695024675,42.116744989904234],[-74.37959505217621,42.11685071634944],[-74.37951361862078,42.116976037072675],[-74.37947805605592,42.117112632259925],[-74.37949072572725,42.11725143355109],[-74.37955078681516,42.11738322606726],[-74.37965425217607,42.11749926018025],[-74.37979425298039,42.11759183240891],[-74.37996149469501,42.11765479687211],[-74.3801448741461,42.11768397333672],[-74.380204567844,42.11768579203603]]]}"
000000000000000052d1,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01503495,8088097,A,36,+42.9133974,-075.5962723,00,G4000,78.15531,New York,0.0,02050101001919,Medium,,1,,01503495,"USGS, Water Resources Division",36,01779796,NY,30.0,0.7468694448471069,"{""type"":""Polygon"",""coordinates"":[[[-75.8974672104916,42.101789096780536],[-75.89765315134277,42.1017711738891],[-75.8978267474893,42.10171859512486],[-75.89797647385564,42.10163485121362],[-75.89809239018976,42.10152550193058],[-75.89816680100773,42.101397806964314],[-75.89819476646926,42.10126024392509],[-75.89817443027307,42.101121945503984],[-75.89810714281775,42.10099209315484],[-75.89799737147162,42.10087930755419],[-75.89785240392936,42.100791076304155],[-75.89768186436476,42.1007332568672],[-75.89749707450814,42.10070968772503],[-75.89731030206214,42.100721933568586],[-75.89713394633833,42.100769181429996],[-75.89697971516004,42.10084829464932],[-75.89685784765493,42.10095402109485],[-75.89677643451904,42.10107934181834],[-75.89674088087212,42.101215937005726],[-75.89675354736748,42.10135473829685],[-75.8968135933961,42.10148653081281],[-75.89691703281399,42.1016025649255],[-75.89705699851379,42.101695137153825],[-75.89722419829295,42.10175810161677],[-75.89740753176183,42.10178727808124],[-75.8974672104916,42.101789096780536]]]}"
000000000000000052d2,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01366750,6199916,A,36,+42.9133974,-075.5962723,00,G4000,57.77444,New York,0.0,02020007000040,Medium,,1,,01366750,"USGS, Water Resources Division",36,01779796,NY,0.0,0.42353108525276184,"{""type"":""Point"",""coordinates"":[-74.4019114717722,41.72248420314297]}"
000000000000000052d3,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01414500,1748611,A,36,+42.9133974,-075.5962723,00,G4000,7.75401,New York,0.0,02040102000080,Medium,,1,,01414500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.047471705824136734,"{""type"":""Point"",""coordinates"":[-74.72974458122152,42.106711563613906]}"
000000000000000052d4,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01370500,25085432,A,36,+42.9133974,-075.5962723,00,G4000,93.18877,New York,0.0,02020007001532,Medium,,1,,01370500,"USGS, Water Resources Division",36,01779796,NY,0.0,2.515756845474243,"{""type"":""Point"",""coordinates"":[-74.37391723535866,41.43249994343639]}"
000000000000000052d5,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01526500,8110941,A,36,+42.9133974,-075.5962723,00,G4000,70.29647,New York,0.0,02050104000002,Medium,,1,,01526500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.6134002208709717,"{""type"":""Point"",""coordinates"":[-77.12929387650603,42.12118580563334]}"
000000000000000052d6,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01374440,6228330,A,36,+42.9133974,-075.5962723,00,G4000,46.79275,New York,0.0,02030101000241,Medium,,1,,01374440,"USGS, Water Resources Division",36,01779796,NY,0.0,4.141372203826904,"{""type"":""Point"",""coordinates"":[-73.98401343924533,41.22617287859327]}"
000000000000000052d7,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01513500,8102921,A,36,+42.9133974,-075.5962723,00,G4000,10.57956,New York,0.0,02050103000061,Medium,,1,,01513500,"USGS, Water Resources Division",36,01779796,NY,0.0,0.9990118741989136,"{""type"":""Point"",""coordinates"":[-76.05660806798802,42.09152832452698]}"
000000000000000052d8,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01528320,8118943,A,36,+42.9133974,-075.5962723,00,G4000,88.93716,New York,0.0,02050105000131,Medium,,1,,01528320,"USGS, Water Resources Division",36,01779796,NY,0.0,0.6060981750488281,"{""type"":""Point"",""coordinates"":[-77.34458373446745,42.344863232675586]}"
000000000000000052d9,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01531000,8118503,A,36,+42.9133974,-075.5962723,00,G4000,28.12233,New York,0.0,02050105000850,Medium,,1,,01531000,"USGS, Water Resources Division",36,01779796,NY,0.0,0.9825239181518555,"{""type"":""Point"",""coordinates"":[-76.63607270898439,42.0033941922059]}"
000000000000000052da,122048992746,19247151848,0,2,1417680000000,StreamGage,0,0,http://waterdata.usgs.gov/nwis/nwisman/?site_no=01530380,8117803,A,36,+42.9133974,-075.5962723,00,G4000,4.26928,New York,0.0,02050105000048,Medium,,1,,01530380,"USGS, Water Resources Division",36,01779796,NY,0.0,0.544987678527832,"{""type"":""Point"",""coordinates"":[-76.73338367127373,42.17246100864675]}"
